pricing_id,route_id,fuel_surcharge_usd,port_charge_usd,demand_factor,risk_surcharge_usd,target_margin_percent
P03593,R03593,115.0,90.0,1.1,80.0,16.0
P03594,R03594,80.0,100.0,1.0,50.0,15.0
P03595,R03595,85.0,90.0,1.05,45.0,13.0
P03596,R03596,165.0,45.0,1.0,70.0,19.0
P03597,R03597,145.0,85.0,1.1,90.0,16.0
P03598,R03598,115.0,45.0,1.0,50.0,16.0
P03599,R03599,90.0,45.0,1.0,85.0,14.0
P03600,R03600,150.0,65.0,0.95,85.0,20.0
P03601,R03601,105.0,75.0,1.0,70.0,15.0
P03602,R03602,120.0,55.0,1.05,65.0,16.0
P03603,R03603,90.0,70.0,1.0,80.0,13.0
P03604,R03604,150.0,50.0,1.05,40.0,18.0
P03605,R03605,120.0,65.0,1.0,55.0,18.0
P03606,R03606,90.0,55.0,1.05,50.0,18.0
P03607,R03607,110.0,100.0,1.05,45.0,18.0
P03608,R03608,150.0,95.0,1.1,70.0,19.0
P03609,R03609,105.0,100.0,1.05,45.0,15.0
P03610,R03610,100.0,85.0,0.95,65.0,19.0
P03611,R03611,90.0,95.0,1.05,95.0,18.0
P03612,R03612,110.0,95.0,0.95,55.0,16.0
P03613,R03613,95.0,75.0,0.95,55.0,15.0
P03614,R03614,95.0,50.0,1.0,30.0,18.0
P03615,R03615,90.0,55.0,1.0,55.0,12.0
P03616,R03616,95.0,70.0,1.05,40.0,15.0
P03617,R03617,120.0,100.0,0.95,55.0,13.0
P03618,R03618,115.0,55.0,1.05,75.0,16.0
P03619,R03619,115.0,100.0,1.15,45.0,15.0
P03620,R03620,130.0,95.0,1.1,70.0,13.0
P03621,R03621,135.0,90.0,1.05,75.0,19.0
P03622,R03622,90.0,80.0,1.0,95.0,15.0
P03623,R03623,110.0,65.0,1.0,50.0,12.0
P03624,R03624,105.0,100.0,0.9,75.0,16.0
P03625,R03625,125.0,70.0,0.9,25.0,18.0
P03626,R03626,100.0,60.0,1.0,65.0,13.0
P03627,R03627,100.0,95.0,1.1,95.0,20.0
P03628,R03628,125.0,105.0,1.05,55.0,16.0
P03629,R03629,90.0,95.0,0.95,25.0,17.0
P03630,R03630,75.0,80.0,1.05,25.0,15.0
P03631,R03631,85.0,110.0,1.1,45.0,18.0
P03632,R03632,130.0,85.0,1.1,85.0,17.0
P03633,R03633,110.0,70.0,1.05,95.0,20.0
P03634,R03634,105.0,75.0,0.95,35.0,14.0
P03635,R03635,95.0,110.0,0.95,30.0,17.0
P03636,R03636,100.0,50.0,1.0,80.0,16.0
P03637,R03637,80.0,45.0,1.15,65.0,15.0
P03638,R03638,130.0,100.0,1.0,55.0,13.0
P03639,R03639,125.0,55.0,1.0,95.0,18.0
P03640,R03640,120.0,95.0,1.15,55.0,19.0
P03641,R03641,150.0,45.0,1.0,55.0,17.0
P03642,R03642,125.0,105.0,1.05,35.0,18.0
P03643,R03643,90.0,100.0,1.1,35.0,15.0
P03644,R03644,100.0,60.0,0.95,45.0,14.0
P03645,R03645,115.0,85.0,1.05,85.0,16.0
P03646,R03646,100.0,85.0,1.0,60.0,15.0
P03647,R03647,160.0,85.0,1.0,60.0,14.0
P03648,R03648,130.0,90.0,1.1,40.0,17.0
P03649,R03649,90.0,75.0,1.0,85.0,16.0
P03650,R03650,90.0,90.0,1.0,80.0,19.0
P03651,R03651,125.0,70.0,1.15,90.0,19.0
P03652,R03652,105.0,100.0,1.0,90.0,19.0
P03653,R03653,90.0,60.0,1.0,70.0,15.0
P03654,R03654,185.0,65.0,1.0,50.0,19.0
P03655,R03655,110.0,75.0,1.05,45.0,13.0
P03656,R03656,120.0,50.0,1.1,70.0,16.0
P03657,R03657,100.0,90.0,0.9,75.0,16.0
P03658,R03658,75.0,75.0,0.95,65.0,19.0
P03659,R03659,95.0,50.0,1.05,95.0,15.0
P03660,R03660,155.0,90.0,1.0,45.0,14.0
P03661,R03661,165.0,85.0,1.05,45.0,19.0
P03662,R03662,140.0,95.0,0.9,45.0,15.0
P03663,R03663,95.0,100.0,1.1,90.0,14.0
P03664,R03664,150.0,110.0,0.9,65.0,18.0
P03665,R03665,75.0,70.0,1.1,50.0,13.0
P03666,R03666,85.0,90.0,0.9,35.0,13.0
P03667,R03667,120.0,110.0,1.05,65.0,18.0
P03668,R03668,100.0,90.0,1.0,55.0,17.0
P03669,R03669,110.0,55.0,0.95,65.0,19.0
P03670,R03670,135.0,60.0,0.95,65.0,13.0
P03671,R03671,90.0,100.0,1.05,60.0,12.0
P03672,R03672,100.0,60.0,1.0,90.0,19.0
P03673,R03673,120.0,75.0,0.95,45.0,14.0
P03674,R03674,90.0,60.0,1.0,50.0,14.0
P03675,R03675,110.0,105.0,1.0,35.0,15.0
P03676,R03676,80.0,90.0,1.1,75.0,17.0
P03677,R03677,115.0,115.0,1.05,75.0,13.0
P03678,R03678,120.0,65.0,0.9,70.0,15.0
P03679,R03679,90.0,105.0,1.05,40.0,18.0
P03680,R03680,145.0,75.0,0.95,75.0,20.0
P03681,R03681,180.0,75.0,1.0,75.0,20.0
P03682,R03682,130.0,65.0,1.0,70.0,19.0
P03683,R03683,120.0,105.0,1.0,80.0,13.0
P03684,R03684,135.0,85.0,1.0,35.0,13.0
P03685,R03685,80.0,60.0,1.1,60.0,12.0
P03686,R03686,100.0,65.0,1.1,75.0,19.0
P03687,R03687,110.0,65.0,1.0,85.0,14.0
P03688,R03688,120.0,45.0,0.9,70.0,16.0
P03689,R03689,90.0,60.0,0.9,75.0,19.0
P03690,R03690,100.0,70.0,1.0,35.0,18.0
P03691,R03691,130.0,70.0,1.15,40.0,17.0
P03692,R03692,155.0,85.0,0.95,45.0,19.0
P03693,R03693,125.0,65.0,1.0,65.0,18.0
P03694,R03694,115.0,70.0,1.0,75.0,17.0
P03695,R03695,100.0,65.0,1.0,75.0,20.0
P03696,R03696,150.0,70.0,1.0,55.0,18.0
P03697,R03697,105.0,115.0,0.95,50.0,14.0
P03698,R03698,165.0,105.0,1.05,70.0,13.0
P03699,R03699,155.0,55.0,0.95,50.0,12.0
P03700,R03700,105.0,100.0,0.95,75.0,20.0
P03701,R03701,80.0,95.0,0.9,70.0,13.0
P03702,R03702,100.0,110.0,1.1,95.0,20.0
P03703,R03703,90.0,55.0,1.1,70.0,18.0
P03704,R03704,145.0,110.0,1.05,65.0,16.0
P03705,R03705,90.0,85.0,1.0,70.0,13.0
P03706,R03706,90.0,60.0,1.0,85.0,14.0
P03707,R03707,125.0,90.0,0.95,80.0,19.0
P03708,R03708,140.0,105.0,1.05,50.0,13.0
P03709,R03709,105.0,80.0,1.1,65.0,19.0
P03710,R03710,130.0,60.0,1.05,25.0,17.0
P03711,R03711,115.0,85.0,0.95,55.0,18.0
P03712,R03712,115.0,55.0,1.05,90.0,16.0
P03713,R03713,135.0,70.0,1.0,35.0,18.0
P03714,R03714,115.0,65.0,1.0,45.0,16.0
P03715,R03715,135.0,85.0,1.0,40.0,12.0
P03716,R03716,105.0,110.0,0.95,65.0,15.0
P03717,R03717,130.0,75.0,1.05,65.0,15.0
P03718,R03718,95.0,100.0,0.95,65.0,15.0
P03719,R03719,110.0,90.0,1.05,35.0,15.0
P03720,R03720,110.0,60.0,1.05,50.0,18.0
P03721,R03721,150.0,105.0,1.05,75.0,20.0
P03722,R03722,115.0,90.0,1.0,90.0,16.0
P03723,R03723,95.0,65.0,1.05,55.0,12.0
P03724,R03724,120.0,105.0,0.95,55.0,19.0
P03725,R03725,110.0,115.0,0.95,85.0,19.0
P03726,R03726,120.0,110.0,1.0,40.0,14.0
P03727,R03727,85.0,95.0,0.95,50.0,14.0
P03728,R03728,115.0,70.0,1.05,65.0,15.0
P03729,R03729,90.0,70.0,1.0,95.0,15.0
P03730,R03730,135.0,75.0,1.05,80.0,18.0
P03731,R03731,105.0,80.0,1.05,75.0,17.0
P03732,R03732,125.0,105.0,1.05,55.0,15.0
P03733,R03733,130.0,55.0,1.1,70.0,19.0
P03734,R03734,105.0,75.0,1.0,35.0,16.0
P03735,R03735,105.0,80.0,1.0,75.0,13.0
P03736,R03736,115.0,55.0,1.0,45.0,16.0
P03737,R03737,85.0,80.0,1.0,70.0,13.0
P03738,R03738,105.0,90.0,1.05,55.0,17.0
P03739,R03739,125.0,80.0,1.05,65.0,19.0
P03740,R03740,80.0,115.0,1.05,70.0,16.0
P03741,R03741,110.0,90.0,0.95,55.0,15.0
P03742,R03742,125.0,105.0,1.05,80.0,16.0
P03743,R03743,115.0,85.0,1.0,50.0,19.0
P03744,R03744,145.0,115.0,1.05,70.0,18.0
P03745,R03745,85.0,80.0,1.1,65.0,18.0
P03746,R03746,75.0,90.0,1.1,45.0,16.0
P03747,R03747,130.0,100.0,0.95,55.0,19.0
P03748,R03748,90.0,80.0,1.0,65.0,18.0
P03749,R03749,170.0,95.0,1.0,50.0,15.0
P03750,R03750,115.0,95.0,1.0,35.0,15.0
P03751,R03751,95.0,55.0,1.05,85.0,16.0
P03752,R03752,115.0,70.0,1.0,55.0,14.0
P03753,R03753,135.0,95.0,1.0,40.0,18.0
P03754,R03754,125.0,70.0,1.05,45.0,16.0
P03755,R03755,80.0,90.0,1.0,30.0,12.0
P03756,R03756,125.0,70.0,0.95,55.0,18.0
P03757,R03757,145.0,90.0,1.0,95.0,20.0
P03758,R03758,110.0,70.0,0.9,30.0,12.0
P03759,R03759,80.0,105.0,1.05,65.0,16.0
P03760,R03760,85.0,60.0,1.0,60.0,17.0
P03761,R03761,130.0,105.0,1.0,75.0,19.0
P03762,R03762,125.0,110.0,1.05,40.0,15.0
P03763,R03763,95.0,45.0,1.0,40.0,12.0
P03764,R03764,110.0,70.0,0.95,55.0,19.0
P03765,R03765,115.0,95.0,1.1,55.0,12.0
P03766,R03766,80.0,100.0,1.05,45.0,19.0
P03767,R03767,75.0,65.0,1.0,60.0,15.0
P03768,R03768,115.0,115.0,1.0,45.0,15.0
P03769,R03769,175.0,75.0,1.0,80.0,18.0
P03770,R03770,120.0,65.0,1.1,95.0,20.0
P03771,R03771,125.0,90.0,1.0,75.0,16.0
P03772,R03772,100.0,60.0,1.0,65.0,18.0
P03773,R03773,140.0,90.0,1.1,95.0,20.0
P03774,R03774,105.0,115.0,1.0,65.0,19.0
P03775,R03775,125.0,80.0,1.0,50.0,18.0
P03776,R03776,95.0,110.0,1.05,85.0,16.0
P03777,R03777,120.0,105.0,1.05,45.0,18.0
P03778,R03778,145.0,110.0,0.95,85.0,17.0
P03779,R03779,120.0,95.0,0.95,35.0,15.0
P03780,R03780,115.0,75.0,1.05,85.0,14.0
P03781,R03781,145.0,60.0,1.0,45.0,18.0
P03782,R03782,140.0,50.0,1.0,65.0,19.0
P03783,R03783,115.0,100.0,1.05,50.0,18.0
P03784,R03784,120.0,65.0,1.05,35.0,18.0
P03785,R03785,95.0,75.0,1.0,45.0,18.0
P03786,R03786,95.0,105.0,1.05,85.0,19.0
P03787,R03787,120.0,95.0,1.0,45.0,15.0
P03788,R03788,75.0,50.0,1.0,65.0,15.0
P03789,R03789,90.0,55.0,0.95,30.0,15.0
P03790,R03790,120.0,80.0,1.0,80.0,16.0
P03791,R03791,120.0,95.0,1.1,95.0,20.0
P03792,R03792,115.0,65.0,1.0,45.0,19.0
P03793,R03793,150.0,50.0,1.0,95.0,17.0
P03794,R03794,90.0,90.0,1.05,35.0,18.0
P03795,R03795,80.0,100.0,1.0,60.0,14.0
P03796,R03796,155.0,90.0,1.1,55.0,16.0
P03797,R03797,135.0,85.0,0.95,75.0,14.0
P03798,R03798,120.0,105.0,0.95,50.0,15.0
P03799,R03799,135.0,110.0,1.0,25.0,17.0
P03800,R03800,185.0,85.0,1.0,65.0,19.0
P03801,R03801,95.0,105.0,1.1,30.0,15.0
P03802,R03802,95.0,110.0,1.05,45.0,15.0
P03803,R03803,100.0,90.0,1.05,35.0,13.0
P03804,R03804,85.0,60.0,1.0,50.0,15.0
P03805,R03805,145.0,100.0,0.95,35.0,17.0
P03806,R03806,110.0,75.0,1.05,45.0,18.0
P03807,R03807,135.0,50.0,1.05,85.0,20.0
P03808,R03808,115.0,50.0,1.05,80.0,16.0
P03809,R03809,105.0,90.0,1.0,55.0,20.0
P03810,R03810,120.0,70.0,1.05,45.0,19.0
P03811,R03811,120.0,65.0,1.1,85.0,19.0
P03812,R03812,120.0,65.0,1.05,85.0,16.0
P03813,R03813,105.0,85.0,1.1,45.0,15.0
P03814,R03814,115.0,95.0,1.05,75.0,18.0
P03815,R03815,125.0,55.0,1.0,25.0,12.0
P03816,R03816,130.0,80.0,0.95,45.0,13.0
P03817,R03817,115.0,45.0,1.0,60.0,15.0
P03818,R03818,125.0,100.0,1.0,70.0,16.0
P03819,R03819,100.0,95.0,1.0,35.0,18.0
P03820,R03820,110.0,85.0,1.15,85.0,17.0
P03821,R03821,85.0,45.0,1.0,55.0,13.0
P03822,R03822,120.0,70.0,1.1,75.0,20.0
P03823,R03823,115.0,90.0,0.95,65.0,19.0
P03824,R03824,130.0,115.0,1.0,90.0,17.0
P03825,R03825,155.0,70.0,1.0,75.0,20.0
P03826,R03826,140.0,75.0,0.95,60.0,17.0
P03827,R03827,140.0,65.0,0.95,45.0,19.0
P03828,R03828,140.0,70.0,1.0,45.0,16.0
P03829,R03829,110.0,55.0,1.0,70.0,13.0
P03830,R03830,110.0,75.0,1.0,55.0,15.0
P03831,R03831,115.0,95.0,1.1,70.0,13.0
P03832,R03832,115.0,100.0,0.9,55.0,13.0
P03833,R03833,155.0,70.0,1.05,45.0,16.0
P03834,R03834,100.0,50.0,1.15,55.0,20.0
P03835,R03835,95.0,85.0,1.05,65.0,15.0
P03836,R03836,125.0,65.0,0.95,55.0,13.0
P03837,R03837,130.0,55.0,0.95,45.0,12.0
P03838,R03838,95.0,105.0,1.05,70.0,13.0
P03839,R03839,200.0,100.0,1.05,95.0,20.0
P03840,R03840,110.0,75.0,1.0,40.0,12.0
P03841,R03841,80.0,85.0,1.1,65.0,13.0
P03842,R03842,130.0,60.0,1.1,55.0,14.0
P03843,R03843,120.0,75.0,0.9,55.0,16.0
P03844,R03844,90.0,110.0,1.0,45.0,16.0
P03845,R03845,90.0,70.0,1.05,25.0,12.0
P03846,R03846,85.0,60.0,1.0,45.0,13.0
P03847,R03847,145.0,85.0,0.95,30.0,14.0
P03848,R03848,105.0,75.0,1.05,60.0,15.0
P03849,R03849,130.0,65.0,0.95,30.0,17.0
P03850,R03850,100.0,80.0,1.0,85.0,17.0
P03851,R03851,140.0,70.0,1.0,65.0,15.0
P03852,R03852,155.0,90.0,1.0,75.0,16.0
P03853,R03853,135.0,50.0,1.05,75.0,15.0
P03854,R03854,120.0,55.0,1.0,65.0,15.0
P03855,R03855,165.0,75.0,1.0,45.0,19.0
P03856,R03856,85.0,95.0,1.15,55.0,17.0
P03857,R03857,90.0,75.0,0.9,70.0,13.0
P03858,R03858,115.0,95.0,1.05,75.0,19.0
P03859,R03859,110.0,50.0,0.95,30.0,18.0
P03860,R03860,95.0,60.0,0.9,75.0,14.0
P03861,R03861,100.0,105.0,1.05,90.0,19.0
P03862,R03862,90.0,90.0,1.05,65.0,16.0
P03863,R03863,95.0,80.0,1.15,65.0,16.0
P03864,R03864,130.0,65.0,1.0,80.0,15.0
P03865,R03865,135.0,75.0,1.05,55.0,17.0
P03866,R03866,120.0,110.0,1.0,75.0,17.0
P03867,R03867,120.0,55.0,1.1,55.0,19.0
P03868,R03868,120.0,60.0,1.1,70.0,18.0
P03869,R03869,130.0,75.0,0.95,55.0,19.0
P03870,R03870,95.0,80.0,0.95,85.0,17.0
P03871,R03871,110.0,105.0,1.0,85.0,19.0
P03872,R03872,160.0,70.0,1.05,65.0,19.0
P03873,R03873,85.0,70.0,1.0,35.0,12.0
P03874,R03874,120.0,65.0,1.0,35.0,16.0
P03875,R03875,135.0,95.0,1.05,95.0,18.0
P03876,R03876,130.0,85.0,1.05,60.0,17.0
P03877,R03877,125.0,50.0,1.0,30.0,14.0
P03878,R03878,140.0,115.0,1.0,75.0,20.0
P03879,R03879,85.0,105.0,0.95,85.0,17.0
P03880,R03880,150.0,55.0,1.05,70.0,13.0
P03881,R03881,145.0,100.0,1.1,90.0,19.0
P03882,R03882,90.0,65.0,1.05,55.0,16.0
P03883,R03883,125.0,100.0,0.95,50.0,18.0
P03884,R03884,110.0,110.0,0.95,45.0,14.0
P03885,R03885,125.0,105.0,1.1,45.0,15.0
P03886,R03886,110.0,55.0,1.0,90.0,17.0
P03887,R03887,115.0,105.0,0.95,55.0,19.0
P03888,R03888,90.0,70.0,1.0,65.0,16.0
P03889,R03889,90.0,85.0,1.1,55.0,17.0
P03890,R03890,115.0,80.0,0.95,45.0,12.0
P03891,R03891,110.0,45.0,0.95,60.0,18.0
P03892,R03892,110.0,65.0,1.05,85.0,19.0
P03893,R03893,130.0,45.0,1.0,75.0,16.0
P03894,R03894,105.0,90.0,1.05,95.0,17.0
P03895,R03895,145.0,115.0,1.05,70.0,16.0
P03896,R03896,140.0,70.0,1.0,55.0,19.0
P03897,R03897,95.0,65.0,1.15,50.0,15.0
P03898,R03898,125.0,110.0,1.05,95.0,20.0
P03899,R03899,125.0,60.0,0.95,60.0,17.0
P03900,R03900,105.0,50.0,1.05,85.0,19.0
P03901,R03901,115.0,90.0,0.95,45.0,13.0
P03902,R03902,95.0,55.0,1.1,70.0,16.0
P03903,R03903,110.0,90.0,1.1,45.0,15.0
P03904,R03904,105.0,60.0,1.0,75.0,18.0
P03905,R03905,135.0,60.0,1.05,60.0,15.0
P03906,R03906,95.0,110.0,1.1,65.0,18.0
P03907,R03907,80.0,55.0,0.95,30.0,14.0
P03908,R03908,140.0,75.0,0.95,70.0,19.0
P03909,R03909,100.0,55.0,1.05,65.0,18.0
P03910,R03910,110.0,60.0,1.0,75.0,19.0
P03911,R03911,135.0,80.0,1.0,95.0,18.0
P03912,R03912,85.0,70.0,1.05,65.0,13.0
P03913,R03913,100.0,50.0,1.15,55.0,19.0
P03914,R03914,100.0,75.0,1.15,70.0,18.0
P03915,R03915,95.0,55.0,1.05,75.0,16.0
P03916,R03916,105.0,55.0,0.95,65.0,13.0
P03917,R03917,105.0,95.0,0.9,55.0,18.0
P03918,R03918,75.0,60.0,1.05,65.0,13.0
P03919,R03919,105.0,105.0,0.9,45.0,15.0
P03920,R03920,125.0,45.0,1.05,40.0,12.0
P03921,R03921,95.0,70.0,1.05,45.0,19.0
P03922,R03922,165.0,100.0,1.05,45.0,19.0
P03923,R03923,115.0,45.0,1.05,45.0,13.0
P03924,R03924,100.0,55.0,1.15,90.0,20.0
P03925,R03925,75.0,90.0,0.9,25.0,12.0
P03926,R03926,95.0,50.0,0.95,35.0,15.0
P03927,R03927,125.0,65.0,1.0,30.0,17.0
P03928,R03928,105.0,115.0,1.1,55.0,14.0
P03929,R03929,160.0,65.0,0.95,50.0,18.0
P03930,R03930,95.0,50.0,0.95,75.0,20.0
P03931,R03931,110.0,55.0,1.0,95.0,18.0
P03932,R03932,100.0,60.0,0.9,70.0,16.0
P03933,R03933,165.0,50.0,1.05,65.0,15.0
P03934,R03934,85.0,70.0,1.1,75.0,16.0
P03935,R03935,180.0,70.0,1.05,65.0,18.0
P03936,R03936,85.0,90.0,0.95,35.0,14.0
P03937,R03937,105.0,60.0,1.0,70.0,15.0
P03938,R03938,155.0,100.0,1.05,75.0,14.0
P03939,R03939,150.0,85.0,1.05,65.0,18.0
P03940,R03940,95.0,60.0,1.15,50.0,16.0
P03941,R03941,105.0,95.0,1.05,70.0,15.0
P03942,R03942,115.0,90.0,1.0,55.0,19.0
P03943,R03943,125.0,70.0,0.95,45.0,15.0
P03944,R03944,95.0,55.0,1.15,95.0,15.0
P03945,R03945,115.0,80.0,1.0,65.0,13.0
P03946,R03946,130.0,110.0,0.95,70.0,18.0
P03947,R03947,115.0,110.0,1.05,45.0,19.0
P03948,R03948,80.0,105.0,1.0,55.0,12.0
P03949,R03949,105.0,115.0,1.05,50.0,17.0
P03950,R03950,130.0,60.0,0.95,75.0,19.0
P03951,R03951,95.0,100.0,0.9,45.0,18.0
P03952,R03952,175.0,105.0,0.95,30.0,18.0
P03953,R03953,120.0,110.0,1.1,95.0,17.0
P03954,R03954,130.0,50.0,1.0,70.0,16.0
P03955,R03955,135.0,65.0,1.05,70.0,16.0
P03956,R03956,110.0,100.0,1.0,80.0,15.0
P03957,R03957,90.0,80.0,1.0,85.0,16.0
P03958,R03958,120.0,45.0,1.0,65.0,16.0
P03959,R03959,160.0,65.0,1.1,45.0,19.0
P03960,R03960,135.0,75.0,1.05,65.0,15.0
P03961,R03961,175.0,100.0,0.9,70.0,19.0
P03962,R03962,150.0,60.0,0.95,35.0,16.0
P03963,R03963,140.0,80.0,1.0,80.0,18.0
P03964,R03964,100.0,50.0,1.1,90.0,20.0
P03965,R03965,105.0,65.0,1.05,65.0,16.0
P03966,R03966,85.0,85.0,1.0,45.0,18.0
P03967,R03967,95.0,80.0,1.05,65.0,13.0
P03968,R03968,135.0,50.0,1.05,55.0,16.0
P03969,R03969,120.0,75.0,1.0,75.0,20.0
P03970,R03970,100.0,45.0,1.05,55.0,15.0
P03971,R03971,130.0,90.0,1.0,75.0,17.0
P03972,R03972,90.0,60.0,1.15,35.0,17.0
P03973,R03973,110.0,110.0,1.05,45.0,13.0
P03974,R03974,130.0,115.0,1.1,95.0,18.0
P03975,R03975,135.0,95.0,1.0,55.0,13.0
P03976,R03976,140.0,50.0,1.0,45.0,16.0
P03977,R03977,115.0,60.0,1.05,35.0,18.0
P03978,R03978,115.0,60.0,1.05,55.0,18.0
P03979,R03979,70.0,110.0,1.05,60.0,18.0
P03980,R03980,125.0,50.0,0.95,65.0,18.0
P03981,R03981,145.0,90.0,1.0,50.0,15.0
P03982,R03982,135.0,80.0,0.95,30.0,12.0
P03983,R03983,160.0,65.0,1.05,65.0,18.0
P03984,R03984,100.0,105.0,1.1,55.0,14.0
P03985,R03985,145.0,90.0,1.0,75.0,16.0
P03986,R03986,125.0,110.0,0.9,50.0,15.0
P03987,R03987,155.0,90.0,1.0,35.0,18.0
P03988,R03988,155.0,55.0,0.95,55.0,19.0
P03989,R03989,125.0,95.0,1.05,80.0,13.0
P03990,R03990,75.0,110.0,0.95,25.0,17.0
P03991,R03991,120.0,85.0,0.95,55.0,18.0
P03992,R03992,110.0,110.0,0.95,45.0,18.0
P03993,R03993,85.0,85.0,1.05,45.0,13.0
P03994,R03994,110.0,105.0,1.15,50.0,16.0
P03995,R03995,85.0,70.0,0.95,60.0,17.0
P03996,R03996,150.0,80.0,1.05,85.0,16.0
P03997,R03997,110.0,80.0,0.95,75.0,20.0
P03998,R03998,190.0,100.0,1.1,70.0,19.0
P03999,R03999,90.0,55.0,1.05,45.0,15.0
P04000,R04000,130.0,105.0,1.1,95.0,20.0
P04001,R04001,85.0,55.0,1.05,90.0,17.0
P04002,R04002,80.0,90.0,0.95,60.0,18.0
P04003,R04003,85.0,75.0,1.05,45.0,15.0
P04004,R04004,85.0,85.0,0.95,75.0,14.0
P04005,R04005,140.0,75.0,1.05,70.0,16.0
P04006,R04006,75.0,105.0,1.0,50.0,15.0
P04007,R04007,130.0,65.0,0.95,85.0,17.0
P04008,R04008,140.0,65.0,1.15,45.0,19.0
P04009,R04009,85.0,100.0,0.95,30.0,18.0
P04010,R04010,100.0,65.0,0.95,50.0,15.0
P04011,R04011,115.0,45.0,0.9,75.0,16.0
P04012,R04012,115.0,85.0,1.05,60.0,14.0
P04013,R04013,90.0,85.0,1.0,75.0,15.0
P04014,R04014,80.0,90.0,1.05,85.0,19.0
P04015,R04015,105.0,95.0,1.05,70.0,15.0
P04016,R04016,155.0,50.0,0.95,30.0,14.0
P04017,R04017,125.0,75.0,1.1,75.0,19.0
P04018,R04018,160.0,55.0,0.95,35.0,13.0
P04019,R04019,155.0,95.0,1.0,30.0,15.0
P04020,R04020,85.0,105.0,1.05,60.0,15.0
P04021,R04021,75.0,55.0,1.0,50.0,12.0
P04022,R04022,115.0,80.0,1.05,85.0,14.0
P04023,R04023,125.0,70.0,0.95,35.0,15.0
P04024,R04024,100.0,90.0,1.0,70.0,15.0
P04025,R04025,140.0,50.0,1.1,85.0,17.0
P04026,R04026,145.0,50.0,1.05,55.0,18.0
P04027,R04027,75.0,95.0,1.15,90.0,16.0
P04028,R04028,125.0,60.0,0.95,30.0,18.0
P04029,R04029,95.0,60.0,0.95,35.0,13.0
P04030,R04030,85.0,70.0,1.05,70.0,15.0
P04031,R04031,130.0,60.0,1.1,85.0,20.0
P04032,R04032,90.0,65.0,1.05,35.0,19.0
P04033,R04033,100.0,80.0,1.0,75.0,20.0
P04034,R04034,90.0,115.0,1.0,65.0,13.0
P04035,R04035,100.0,55.0,1.0,85.0,17.0
P04036,R04036,85.0,50.0,1.05,65.0,16.0
P04037,R04037,80.0,45.0,1.0,35.0,15.0
P04038,R04038,120.0,80.0,1.05,55.0,19.0
P04039,R04039,145.0,100.0,1.0,65.0,16.0
P04040,R04040,120.0,110.0,1.05,60.0,15.0
P04041,R04041,90.0,60.0,1.05,85.0,14.0
P04042,R04042,175.0,100.0,1.05,65.0,18.0
P04043,R04043,90.0,70.0,0.9,55.0,15.0
P04044,R04044,90.0,60.0,0.95,50.0,14.0
P04045,R04045,95.0,90.0,0.95,45.0,18.0
P04046,R04046,115.0,55.0,0.95,80.0,19.0
P04047,R04047,140.0,105.0,0.95,65.0,13.0
P04048,R04048,105.0,55.0,1.1,95.0,17.0
P04049,R04049,100.0,80.0,0.95,75.0,14.0
P04050,R04050,120.0,50.0,1.0,40.0,15.0
P04051,R04051,115.0,80.0,0.95,55.0,16.0
P04052,R04052,90.0,50.0,1.1,55.0,15.0
P04053,R04053,120.0,50.0,1.0,55.0,14.0
P04054,R04054,105.0,100.0,1.0,35.0,15.0
P04055,R04055,125.0,70.0,1.1,35.0,15.0
P04056,R04056,80.0,70.0,1.0,75.0,18.0
P04057,R04057,140.0,70.0,1.1,45.0,18.0
P04058,R04058,105.0,75.0,0.9,70.0,19.0
P04059,R04059,135.0,110.0,1.0,95.0,20.0
P04060,R04060,130.0,60.0,1.15,50.0,19.0
P04061,R04061,115.0,85.0,0.9,50.0,14.0
P04062,R04062,120.0,90.0,0.9,50.0,17.0
P04063,R04063,120.0,85.0,0.9,50.0,17.0
P04064,R04064,95.0,70.0,1.05,40.0,15.0
P04065,R04065,85.0,110.0,1.05,50.0,13.0
P04066,R04066,170.0,105.0,1.0,80.0,18.0
P04067,R04067,115.0,85.0,0.95,50.0,14.0
P04068,R04068,120.0,90.0,1.0,50.0,15.0
P04069,R04069,95.0,105.0,1.05,55.0,19.0
P04070,R04070,140.0,115.0,1.0,65.0,19.0
P04071,R04071,145.0,95.0,0.95,40.0,14.0
P04072,R04072,135.0,50.0,0.9,30.0,15.0
P04073,R04073,90.0,110.0,1.0,90.0,20.0
P04074,R04074,115.0,70.0,0.95,70.0,13.0
P04075,R04075,165.0,50.0,1.0,65.0,15.0
P04076,R04076,80.0,75.0,1.0,55.0,12.0
P04077,R04077,120.0,45.0,1.1,70.0,18.0
P04078,R04078,90.0,90.0,1.0,65.0,19.0
P04079,R04079,130.0,55.0,1.0,40.0,15.0
P04080,R04080,130.0,75.0,1.0,75.0,18.0
P04081,R04081,100.0,55.0,0.95,30.0,17.0
P04082,R04082,140.0,50.0,1.0,65.0,18.0
P04083,R04083,100.0,95.0,1.15,95.0,20.0
P04084,R04084,95.0,105.0,0.95,45.0,12.0
P04085,R04085,100.0,105.0,1.05,35.0,18.0
P04086,R04086,95.0,95.0,1.0,55.0,12.0
P04087,R04087,130.0,80.0,1.0,55.0,13.0
P04088,R04088,95.0,60.0,1.1,95.0,20.0
P04089,R04089,95.0,105.0,0.95,35.0,18.0
P04090,R04090,145.0,50.0,1.05,75.0,16.0
