route_id,route_number,origin,origin_country,origin_latitude,origin_longitude,destination,destination_country,destination_latitude,destination_longitude,cargo_type,route_name,route,route_sequence,intermediate_ports,transit_days,distance_nm,transshipments,freight_cost_usd,fuel_surcharge_usd,port_handling_usd,estimated_total_cost_usd,vessel_type,service_frequency,available_capacity_teu,route_availability,estimated_co2_kg,port_calls,weather_risk,congestion_level,route_score,cargo_subtype
R04842,4842,Mombasa,Kenya,-4.0435,39.6682,London,UK,51.5074,-0.1278,Containerized,Green Corridor Service,Mombasa → Direct Pacific → London,Mombasa → Direct Pacific → London,Direct Pacific,16,7313,1,2533.0,320.0,313.0,3166.0,Post-Panamax Container Ship,Daily,11791,Available,95485.0,3,Elevated,Low,67.16,Industrial Equipment
R04843,4843,Shanghai,China,31.2304,121.4737,Melbourne,Australia,-37.8136,144.9631,Hazardous,Economy Service,Shanghai → Gulf Hub → Melbourne,Shanghai → Gulf Hub → Melbourne,Gulf Hub,19,10687,2,4949.0,665.0,631.0,6245.0,Feeder + Mainline,Weekly,21419,Limited,133031.0,4,Low,High,51.55,Flammable Liquids
R04844,4844,Vancouver,Canada,49.2827,-123.1207,Kochi,India,9.9312,76.2673,Perishable,Premium Reliability,Vancouver → Malacca Strait → Kochi,Vancouver → Malacca Strait → Kochi,Malacca Strait,6,3802,1,1864.0,282.0,325.0,2471.0,Container Ship,Daily,23183,Limited,49006.0,3,Elevated,High,83.45,Flowers
R04845,4845,Singapore,Singapore,1.3521,103.8198,Sydney,Australia,-33.8688,151.2093,General Cargo,Premium Reliability,Singapore → Panama Canal → Sydney,Singapore → Panama Canal → Sydney,Panama Canal,9,4013,1,1840.0,233.0,433.0,2506.0,Post-Panamax Container Ship,Weekly,11859,Limited,57036.0,3,Elevated,High,81.85,Retail Products
R04846,4846,Melbourne,Australia,-37.8136,144.9631,Cape Town,South Africa,-33.9249,18.4241,Bulk,Standard Service,Melbourne → Direct Atlantic → Cape Town,Melbourne → Direct Atlantic → Cape Town,Direct Atlantic,9,3050,2,1564.0,284.0,252.0,2100.0,Panamax Container Ship,Every 2 days,24059,Available,46912.0,4,Low,High,73.45,Fertilizer
R04847,4847,Vancouver,Canada,49.2827,-123.1207,New York,USA,40.7128,-74.006,Perishable,Green Corridor Service,Vancouver → Arabian Sea → New York,Vancouver → Arabian Sea → New York,Arabian Sea,13,5935,1,2432.0,407.0,695.0,3534.0,Panamax Container Ship,3 sailings/week,9245,Limited,75446.0,3,Moderate,Moderate,71.0,Dairy Products
R04848,4848,Istanbul,Türkiye,41.0082,28.9784,Valencia,Spain,39.4699,-0.3763,Hazardous,Premium Reliability,Istanbul → Mediterranean Hub → Valencia,Istanbul → Mediterranean Hub → Valencia,Mediterranean Hub,18,9440,2,5207.0,977.0,682.0,6866.0,Post-Panamax Container Ship,3 sailings/week,11360,Available,138589.0,4,Elevated,Moderate,58.08,Dangerous Goods
R04849,4849,Melbourne,Australia,-37.8136,144.9631,Kochi,India,9.9312,76.2673,Perishable,Premium Reliability,Melbourne → East Asia Hub → Kochi,Melbourne → East Asia Hub → Kochi,East Asia Hub,18,9509,2,3736.0,503.0,651.0,4890.0,Post-Panamax Container Ship,3 sailings/week,9387,Available,129090.0,4,Elevated,High,56.42,Meat
R04850,4850,Singapore,Singapore,1.3521,103.8198,Hamburg,Germany,53.5511,9.9937,General Cargo,Priority Service,Singapore → Direct Ocean → Hamburg,Singapore → Direct Ocean → Hamburg,Direct,8,4522,0,1403.0,178.0,506.0,2087.0,Panamax Container Ship,Every 2 days,9140,Available,67996.0,2,Elevated,Moderate,86.77,Industrial Goods
R04851,4851,London,UK,51.5074,-0.1278,Dar es Salaam,Tanzania,-6.7924,39.2083,Containerized,Priority Service,London → Gulf Hub → Dar es Salaam,London → Gulf Hub → Dar es Salaam,Gulf Hub,13,8225,2,3043.0,567.0,458.0,4068.0,Container Ship,3 sailings/week,25153,Available,116295.0,4,Elevated,Moderate,65.18,Machinery
R04852,4852,Cape Town,South Africa,-33.9249,18.4241,Dubai,UAE,25.2048,55.2708,Perishable,Economy Service,Cape Town → Direct Pacific → Dubai,Cape Town → Direct Pacific → Dubai,Direct Pacific,16,7393,1,3717.0,626.0,347.0,4690.0,Feeder + Mainline,Weekly,17418,Available,104205.0,3,Low,Low,64.32,Fresh Fruits
R04853,4853,Buenos Aires,Argentina,-34.6037,-58.3816,Tokyo,Japan,35.6762,139.6503,Containerized,Green Corridor Service,Buenos Aires → Mediterranean Hub → Tokyo,Buenos Aires → Mediterranean Hub → Tokyo,Mediterranean Hub,16,7980,2,3835.0,670.0,484.0,4989.0,Container Ship,Weekly,22410,Available,96466.0,4,Elevated,High,60.47,Consumer Goods
R04854,4854,Los Angeles,USA,34.0522,-118.2437,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Standard Service,Los Angeles → East Asia Hub → Rotterdam,Los Angeles → East Asia Hub → Rotterdam,East Asia Hub,7,2793,1,1262.0,177.0,675.0,2114.0,Container Ship,3 sailings/week,15925,Available,41312.0,3,Moderate,Moderate,80.32,Dairy Products
R04855,4855,Jebel Ali,UAE,24.9857,55.0273,Busan,South Korea,35.1796,129.0756,Containerized,Priority Service,Jebel Ali → Direct Pacific → Busan,Jebel Ali → Direct Pacific → Busan,Direct Pacific,8,4072,1,1867.0,369.0,497.0,2733.0,Post-Panamax Container Ship,3 sailings/week,16560,Available,53668.0,3,Low,High,78.8,Electronics
R04856,4856,Dar es Salaam,Tanzania,-6.7924,39.2083,Shanghai,China,31.2304,121.4737,Bulk,Green Corridor Service,Dar es Salaam → Suez Canal → Shanghai,Dar es Salaam → Suez Canal → Shanghai,Suez Canal,17,7594,1,2709.0,431.0,700.0,3840.0,Post-Panamax Container Ship,Every 2 days,17859,Available,107632.0,3,Low,Moderate,64.72,Fertilizer
R04857,4857,Busan,South Korea,35.1796,129.0756,London,UK,51.5074,-0.1278,Containerized,Economy Service,Busan → Cape Route → London,Busan → Cape Route → London,Cape Route,17,9546,1,3307.0,457.0,585.0,4349.0,Post-Panamax Container Ship,Every 2 days,25696,Available,111756.0,3,Low,Moderate,63.69,Machinery
R04858,4858,Buenos Aires,Argentina,-34.6037,-58.3816,Vancouver,Canada,49.2827,-123.1207,Hazardous,Economy Service,Buenos Aires → East Asia Hub → Vancouver,Buenos Aires → East Asia Hub → Vancouver,East Asia Hub,13,7725,2,3859.0,670.0,322.0,4851.0,Feeder + Mainline,Every 2 days,20191,Limited,117343.0,4,Moderate,Moderate,66.87,Compressed Gases
R04859,4859,Cape Town,South Africa,-33.9249,18.4241,Felixstowe,UK,51.9638,1.3511,Bulk,Green Corridor Service,Cape Town → Direct Ocean → Felixstowe,Cape Town → Direct Ocean → Felixstowe,Direct,8,5444,0,1563.0,214.0,604.0,2381.0,Panamax Container Ship,Every 2 days,22750,Limited,84102.0,2,Low,Moderate,86.09,Edible Oils
R04860,4860,New York,USA,40.7128,-74.006,Sydney,Australia,-33.8688,151.2093,Bulk,Premium Reliability,New York → Direct Pacific → Sydney,New York → Direct Pacific → Sydney,Direct Pacific,9,5444,1,1824.0,311.0,312.0,2447.0,Container Ship,Daily,22120,Available,81867.0,3,Moderate,High,79.57,Liquefied Gas
R04861,4861,Istanbul,Türkiye,41.0082,28.9784,Auckland,New Zealand,-36.8509,174.7645,Bulk,Standard Service,Istanbul → Direct Atlantic → Auckland,Istanbul → Direct Atlantic → Auckland,Direct Atlantic,13,6062,1,2025.0,339.0,561.0,2925.0,Post-Panamax Container Ship,Every 2 days,12367,Available,73943.0,3,Low,Moderate,73.87,Grain
R04862,4862,Melbourne,Australia,-37.8136,144.9631,Piraeus,Greece,37.9838,23.7275,General Cargo,Green Corridor Service,Melbourne → Direct Ocean → Piraeus,Melbourne → Direct Ocean → Piraeus,Direct,16,8176,0,3129.0,619.0,262.0,4010.0,Feeder + Mainline,3 sailings/week,23681,Available,124122.0,2,Elevated,High,72.64,Industrial Goods
R04863,4863,Chennai,India,13.0827,80.2707,Singapore,Singapore,1.3521,103.8198,Bulk,Green Corridor Service,Chennai → East Asia Hub → Singapore,Chennai → East Asia Hub → Singapore,East Asia Hub,6,1611,1,650.0,102.0,517.0,1269.0,Panamax Container Ship,Weekly,9006,Available,18723.0,3,Low,Moderate,87.6,Iron Ore
R04864,4864,Los Angeles,USA,34.0522,-118.2437,Colombo,Sri Lanka,6.9271,79.8612,Hazardous,Standard Service,Los Angeles → Indian Ocean → Colombo,Los Angeles → Indian Ocean → Colombo,Indian Ocean,9,4124,2,2549.0,399.0,418.0,3366.0,Container Ship,Daily,12199,Available,54753.0,4,Moderate,Moderate,71.17,Compressed Gases
R04865,4865,Dar es Salaam,Tanzania,-6.7924,39.2083,Dubai,UAE,25.2048,55.2708,Bulk,Premium Reliability,Dar es Salaam → European Hub → Dubai,Dar es Salaam → European Hub → Dubai,European Hub,8,2575,2,1312.0,164.0,409.0,1885.0,Panamax Container Ship,Every 2 days,19108,Limited,36592.0,4,Moderate,High,79.53,Cement
R04866,4866,Hong Kong,Hong Kong,22.3193,114.1694,Sydney,Australia,-33.8688,151.2093,Perishable,Green Corridor Service,Hong Kong → Mediterranean Hub → Sydney,Hong Kong → Mediterranean Hub → Sydney,Mediterranean Hub,10,4476,1,2234.0,390.0,231.0,2855.0,Post-Panamax Container Ship,Weekly,13114,Available,64562.0,3,Elevated,Moderate,77.42,Fresh Fruits
R04867,4867,Hong Kong,Hong Kong,22.3193,114.1694,Dubai,UAE,25.2048,55.2708,Containerized,Standard Service,Hong Kong → Indian Ocean → Dubai,Hong Kong → Indian Ocean → Dubai,Indian Ocean,13,8627,1,3643.0,586.0,269.0,4498.0,Container Ship,Every 2 days,10981,Available,117651.0,3,Moderate,Low,70.92,Electronics
R04868,4868,Felixstowe,UK,51.9638,1.3511,Colombo,Sri Lanka,6.9271,79.8612,Perishable,Premium Reliability,Felixstowe → Mediterranean Hub → Colombo,Felixstowe → Mediterranean Hub → Colombo,Mediterranean Hub,18,7044,1,3280.0,532.0,426.0,4238.0,Feeder + Mainline,Weekly,17117,Available,88613.0,3,Elevated,High,64.87,Dairy Products
R04869,4869,Hong Kong,Hong Kong,22.3193,114.1694,Kochi,India,9.9312,76.2673,Bulk,Priority Service,Hong Kong → Direct Pacific → Kochi,Hong Kong → Direct Pacific → Kochi,Direct Pacific,17,7672,1,2325.0,369.0,568.0,3262.0,Post-Panamax Container Ship,Daily,20735,Available,88253.0,3,Low,Moderate,65.43,Edible Oils
R04870,4870,Cape Town,South Africa,-33.9249,18.4241,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Standard Service,Cape Town → Direct Ocean → Colombo,Cape Town → Direct Ocean → Colombo,Direct,15,9072,0,3156.0,432.0,679.0,4267.0,Post-Panamax Container Ship,Every 2 days,20093,Available,124783.0,2,Low,Low,72.17,Liquefied Gas
R04871,4871,Piraeus,Greece,37.9838,23.7275,Mumbai,India,19.076,72.8777,Bulk,Priority Service,Piraeus → East Asia Hub → Mumbai,Piraeus → East Asia Hub → Mumbai,East Asia Hub,12,7018,2,2931.0,551.0,579.0,4061.0,Feeder + Mainline,3 sailings/week,15901,Available,107497.0,4,Low,High,65.74,Grain
R04872,4872,Cape Town,South Africa,-33.9249,18.4241,Shanghai,China,31.2304,121.4737,General Cargo,Premium Reliability,Cape Town → European Hub → Shanghai,Cape Town → European Hub → Shanghai,European Hub,14,6399,1,2549.0,418.0,272.0,3239.0,Feeder + Mainline,Weekly,24783,Available,89100.0,3,Low,Moderate,73.21,Paper Products
R04873,4873,Jebel Ali,UAE,24.9857,55.0273,Mombasa,Kenya,-4.0435,39.6682,Perishable,Green Corridor Service,Jebel Ali → European Hub → Mombasa,Jebel Ali → European Hub → Mombasa,European Hub,14,6816,2,3561.0,688.0,284.0,4533.0,Post-Panamax Container Ship,Every 2 days,24296,Available,96487.0,4,Elevated,High,62.73,Fresh Fruits
R04874,4874,Santos,Brazil,-23.9608,-46.3336,Melbourne,Australia,-37.8136,144.9631,Containerized,Economy Service,Santos → Panama Canal → Melbourne,Santos → Panama Canal → Melbourne,Panama Canal,16,9886,1,4265.0,729.0,560.0,5554.0,Panamax Container Ship,Weekly,11526,Available,147011.0,3,Moderate,Low,60.45,Textiles
R04875,4875,Chennai,India,13.0827,80.2707,Valencia,Spain,39.4699,-0.3763,Hazardous,Premium Reliability,Chennai → Direct Ocean → Valencia,Chennai → Direct Ocean → Valencia,Direct,19,10942,0,5009.0,680.0,380.0,6069.0,Feeder + Mainline,3 sailings/week,25822,Available,150658.0,2,Elevated,Moderate,65.77,Toxic Materials
R04876,4876,London,UK,51.5074,-0.1278,Colombo,Sri Lanka,6.9271,79.8612,Containerized,Premium Reliability,London → Gulf Hub → Colombo,London → Gulf Hub → Colombo,Gulf Hub,10,4156,2,1897.0,319.0,691.0,2907.0,Feeder + Mainline,Every 2 days,23511,Limited,62717.0,4,Low,Moderate,75.13,Automotive Parts
R04877,4877,Busan,South Korea,35.1796,129.0756,Colombo,Sri Lanka,6.9271,79.8612,General Cargo,Economy Service,Busan → Direct Ocean → Colombo,Busan → Direct Ocean → Colombo,Direct,18,9721,0,3098.0,392.0,521.0,4011.0,Feeder + Mainline,3 sailings/week,20126,Available,143700.0,2,Elevated,Moderate,69.71,Furniture
R04878,4878,Santos,Brazil,-23.9608,-46.3336,Durban,South Africa,-29.8587,31.0218,Containerized,Standard Service,Santos → Mediterranean Hub → Durban,Santos → Mediterranean Hub → Durban,Mediterranean Hub,13,6106,1,2228.0,345.0,332.0,2905.0,Panamax Container Ship,Every 2 days,10215,Limited,80694.0,3,Moderate,Low,71.8,Industrial Equipment
R04879,4879,Singapore,Singapore,1.3521,103.8198,Cape Town,South Africa,-33.9249,18.4241,Bulk,Economy Service,Singapore → European Hub → Cape Town,Singapore → European Hub → Cape Town,European Hub,9,4206,2,1623.0,220.0,587.0,2430.0,Post-Panamax Container Ship,3 sailings/week,13956,Available,59003.0,4,Moderate,Moderate,73.57,Edible Oils
R04880,4880,Sydney,Australia,-33.8688,151.2093,Mombasa,Kenya,-4.0435,39.6682,Hazardous,Premium Reliability,Sydney → Arabian Sea → Mombasa,Sydney → Arabian Sea → Mombasa,Arabian Sea,17,8042,1,4526.0,578.0,483.0,5587.0,Feeder + Mainline,Every 2 days,13171,Available,123044.0,3,Elevated,Low,65.72,Corrosive Chemicals
R04881,4881,Melbourne,Australia,-37.8136,144.9631,Hamburg,Germany,53.5511,9.9937,General Cargo,Premium Reliability,Melbourne → Panama Canal → Hamburg,Melbourne → Panama Canal → Hamburg,Panama Canal,13,6769,2,2487.0,459.0,576.0,3522.0,Post-Panamax Container Ship,Every 2 days,11098,Limited,95640.0,4,Low,Low,65.15,Retail Products
R04882,4882,Mombasa,Kenya,-4.0435,39.6682,Jebel Ali,UAE,24.9857,55.0273,Perishable,Priority Service,Mombasa → Malacca Strait → Jebel Ali,Mombasa → Malacca Strait → Jebel Ali,Malacca Strait,12,6358,2,3226.0,580.0,525.0,4331.0,Container Ship,Every 2 days,12532,Available,77036.0,4,Moderate,Moderate,67.61,Dairy Products
R04883,4883,Piraeus,Greece,37.9838,23.7275,Buenos Aires,Argentina,-34.6037,-58.3816,Bulk,Economy Service,Piraeus → Suez Canal → Buenos Aires,Piraeus → Suez Canal → Buenos Aires,Suez Canal,15,7071,2,2798.0,429.0,394.0,3621.0,Post-Panamax Container Ship,Weekly,9070,Available,101625.0,4,Elevated,Moderate,63.9,Iron Ore
R04884,4884,Dubai,UAE,25.2048,55.2708,Busan,South Korea,35.1796,129.0756,Containerized,Priority Service,Dubai → European Hub → Busan,Dubai → European Hub → Busan,European Hub,15,7196,2,3290.0,517.0,590.0,4397.0,Feeder + Mainline,Weekly,17740,Available,100053.0,4,Elevated,Moderate,64.7,Industrial Equipment
R04885,4885,London,UK,51.5074,-0.1278,Santos,Brazil,-23.9608,-46.3336,Bulk,Standard Service,London → Direct Ocean → Santos,London → Direct Ocean → Santos,Direct,6,2705,0,910.0,173.0,314.0,1397.0,Container Ship,Weekly,22663,Available,33745.0,2,Moderate,Moderate,90.9,Cement
R04886,4886,Durban,South Africa,-29.8587,31.0218,Mumbai,India,19.076,72.8777,Perishable,Priority Service,Durban → European Hub → Mumbai,Durban → European Hub → Mumbai,European Hub,6,3492,2,1716.0,278.0,303.0,2297.0,Post-Panamax Container Ship,3 sailings/week,20749,Available,52526.0,4,Low,High,75.93,Flowers
R04887,4887,Tokyo,Japan,35.6762,139.6503,Kochi,India,9.9312,76.2673,Perishable,Premium Reliability,Tokyo → East Asia Hub → Kochi,Tokyo → East Asia Hub → Kochi,East Asia Hub,17,9600,2,4518.0,591.0,596.0,5705.0,Feeder + Mainline,Weekly,24654,Available,137707.0,4,Elevated,Low,56.52,Fresh Fruits
R04888,4888,Dubai,UAE,25.2048,55.2708,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Economy Service,Dubai → Cape Route → Rotterdam,Dubai → Cape Route → Rotterdam,Cape Route,13,6338,2,2092.0,260.0,229.0,2581.0,Panamax Container Ship,Every 2 days,18954,Limited,75290.0,4,Moderate,Low,65.66,Chemicals
R04889,4889,Hong Kong,Hong Kong,22.3193,114.1694,Shanghai,China,31.2304,121.4737,Containerized,Green Corridor Service,Hong Kong → Gulf Hub → Shanghai,Hong Kong → Gulf Hub → Shanghai,Gulf Hub,10,5706,1,2389.0,367.0,244.0,3000.0,Container Ship,3 sailings/week,12218,Available,75849.0,3,Low,Low,76.34,Consumer Goods
R04890,4890,Cape Town,South Africa,-33.9249,18.4241,Singapore,Singapore,1.3521,103.8198,Perishable,Economy Service,Cape Town → Direct Ocean → Singapore,Cape Town → Direct Ocean → Singapore,Direct,20,7878,0,3880.0,597.0,614.0,5091.0,Feeder + Mainline,Every 2 days,17717,Available,113860.0,2,Moderate,Moderate,66.01,Frozen Food
R04891,4891,Shanghai,China,31.2304,121.4737,Busan,South Korea,35.1796,129.0756,Containerized,Priority Service,Shanghai → Direct Ocean → Busan,Shanghai → Direct Ocean → Busan,Direct,8,3376,0,1277.0,246.0,304.0,1827.0,Panamax Container Ship,3 sailings/week,9822,Limited,44288.0,2,Elevated,Low,84.03,Electronics
R04892,4892,Melbourne,Australia,-37.8136,144.9631,Valencia,Spain,39.4699,-0.3763,General Cargo,Standard Service,Melbourne → European Hub → Valencia,Melbourne → European Hub → Valencia,European Hub,6,3604,1,1548.0,301.0,273.0,2122.0,Container Ship,Every 2 days,16083,Limited,55061.0,3,Elevated,Low,81.13,Industrial Goods
R04893,4893,Tokyo,Japan,35.6762,139.6503,Mombasa,Kenya,-4.0435,39.6682,Perishable,Economy Service,Tokyo → Panama Canal → Mombasa,Tokyo → Panama Canal → Mombasa,Panama Canal,22,9772,2,4961.0,843.0,320.0,6124.0,Feeder + Mainline,Weekly,18737,Limited,117182.0,4,Low,Moderate,52.72,Flowers
R04894,4894,Mumbai,India,19.076,72.8777,Hamburg,Germany,53.5511,9.9937,Perishable,Economy Service,Mumbai → Direct Pacific → Hamburg,Mumbai → Direct Pacific → Hamburg,Direct Pacific,10,4438,2,2107.0,393.0,602.0,3102.0,Container Ship,Every 2 days,24582,Limited,53823.0,4,Elevated,High,73.67,Fresh Fruits
R04895,4895,Valencia,Spain,39.4699,-0.3763,Felixstowe,UK,51.9638,1.3511,Bulk,Standard Service,Valencia → Direct Ocean → Felixstowe,Valencia → Direct Ocean → Felixstowe,Direct,12,5489,0,1741.0,241.0,690.0,2672.0,Container Ship,Daily,17308,Available,64606.0,2,Low,Moderate,77.31,Cement
R04896,4896,Dar es Salaam,Tanzania,-6.7924,39.2083,Singapore,Singapore,1.3521,103.8198,Bulk,Green Corridor Service,Dar es Salaam → European Hub → Singapore,Dar es Salaam → European Hub → Singapore,European Hub,10,4425,2,1926.0,371.0,562.0,2859.0,Container Ship,Weekly,14004,Available,66755.0,4,Moderate,Moderate,70.07,Fertilizer
R04897,4897,Shanghai,China,31.2304,121.4737,Hong Kong,Hong Kong,22.3193,114.1694,Containerized,Standard Service,Shanghai → Direct Atlantic → Hong Kong,Shanghai → Direct Atlantic → Hong Kong,Direct Atlantic,10,3529,2,1714.0,248.0,625.0,2587.0,Panamax Container Ship,Every 2 days,9938,Limited,46283.0,4,Low,High,76.47,Electronics
R04898,4898,Shanghai,China,31.2304,121.4737,Hong Kong,Hong Kong,22.3193,114.1694,Bulk,Economy Service,Shanghai → European Hub → Hong Kong,Shanghai → European Hub → Hong Kong,European Hub,21,9966,2,3350.0,443.0,576.0,4369.0,Feeder + Mainline,Daily,13104,Available,124503.0,4,Moderate,High,52.28,Chemicals
R04899,4899,Sydney,Australia,-33.8688,151.2093,Vancouver,Canada,49.2827,-123.1207,Containerized,Economy Service,Sydney → Panama Canal → Vancouver,Sydney → Panama Canal → Vancouver,Panama Canal,16,8301,2,3679.0,463.0,459.0,4601.0,Container Ship,3 sailings/week,22606,Available,97221.0,4,Moderate,Moderate,60.96,Machinery
R04900,4900,Buenos Aires,Argentina,-34.6037,-58.3816,Dubai,UAE,25.2048,55.2708,Bulk,Priority Service,Buenos Aires → Cape Route → Dubai,Buenos Aires → Cape Route → Dubai,Cape Route,17,9423,1,3256.0,534.0,467.0,4257.0,Panamax Container Ship,3 sailings/week,12835,Limited,133247.0,3,Moderate,Moderate,63.83,Liquefied Gas
R04901,4901,Hong Kong,Hong Kong,22.3193,114.1694,Felixstowe,UK,51.9638,1.3511,Containerized,Priority Service,Hong Kong → Suez Canal → Felixstowe,Hong Kong → Suez Canal → Felixstowe,Suez Canal,4,2995,1,1365.0,168.0,348.0,1881.0,Feeder + Mainline,3 sailings/week,11960,Available,42992.0,3,Moderate,Moderate,84.42,Consumer Goods
R04902,4902,Melbourne,Australia,-37.8136,144.9631,Hong Kong,Hong Kong,22.3193,114.1694,Bulk,Premium Reliability,Melbourne → European Hub → Hong Kong,Melbourne → European Hub → Hong Kong,European Hub,12,4919,2,1738.0,245.0,479.0,2462.0,Container Ship,Every 2 days,11167,Limited,67312.0,4,Low,Moderate,67.96,Coal
R04903,4903,Tokyo,Japan,35.6762,139.6503,Auckland,New Zealand,-36.8509,174.7645,Hazardous,Green Corridor Service,Tokyo → Suez Canal → Auckland,Tokyo → Suez Canal → Auckland,Suez Canal,13,5401,2,2918.0,409.0,673.0,4000.0,Container Ship,Daily,14837,Available,76512.0,4,Low,High,69.66,Flammable Liquids
R04904,4904,Singapore,Singapore,1.3521,103.8198,Dubai,UAE,25.2048,55.2708,Bulk,Premium Reliability,Singapore → Direct Ocean → Dubai,Singapore → Direct Ocean → Dubai,Direct,17,7946,0,3038.0,385.0,512.0,3935.0,Panamax Container Ship,Every 2 days,11040,Limited,107655.0,2,Moderate,Low,68.1,Steel
R04905,4905,Dubai,UAE,25.2048,55.2708,Busan,South Korea,35.1796,129.0756,Hazardous,Premium Reliability,Dubai → Mediterranean Hub → Busan,Dubai → Mediterranean Hub → Busan,Mediterranean Hub,10,6330,1,3695.0,716.0,690.0,5101.0,Container Ship,Weekly,13680,Available,90395.0,3,Moderate,Moderate,74.22,Toxic Materials
R04906,4906,Santos,Brazil,-23.9608,-46.3336,New York,USA,40.7128,-74.006,General Cargo,Standard Service,Santos → Direct Ocean → New York,Santos → Direct Ocean → New York,Direct,12,4302,0,1612.0,239.0,444.0,2295.0,Post-Panamax Container Ship,Daily,12528,Available,55610.0,2,Elevated,Moderate,79.01,Household Goods
R04907,4907,New York,USA,40.7128,-74.006,Los Angeles,USA,34.0522,-118.2437,Perishable,Standard Service,New York → East Asia Hub → Los Angeles,New York → East Asia Hub → Los Angeles,East Asia Hub,6,2625,1,1454.0,227.0,270.0,1951.0,Container Ship,Weekly,17431,Available,33808.0,3,Moderate,Low,83.05,Flowers
R04908,4908,Shanghai,China,31.2304,121.4737,Kochi,India,9.9312,76.2673,Containerized,Economy Service,Shanghai → Panama Canal → Kochi,Shanghai → Panama Canal → Kochi,Panama Canal,14,6791,1,3125.0,389.0,288.0,3802.0,Post-Panamax Container Ship,Weekly,24386,Available,80483.0,3,Low,Moderate,70.27,Industrial Equipment
R04909,4909,London,UK,51.5074,-0.1278,Tokyo,Japan,35.6762,139.6503,Perishable,Green Corridor Service,London → East Asia Hub → Tokyo,London → East Asia Hub → Tokyo,East Asia Hub,10,4110,1,1733.0,215.0,534.0,2482.0,Panamax Container Ship,3 sailings/week,18012,Waitlist,52991.0,3,Moderate,Low,77.3,Fresh Vegetables
R04910,4910,Hong Kong,Hong Kong,22.3193,114.1694,Valencia,Spain,39.4699,-0.3763,Containerized,Premium Reliability,Hong Kong → Direct Ocean → Valencia,Hong Kong → Direct Ocean → Valencia,Direct,10,4228,0,1372.0,225.0,299.0,1896.0,Post-Panamax Container Ship,3 sailings/week,23148,Available,63356.0,2,Low,Moderate,82.05,Textiles
R04911,4911,Buenos Aires,Argentina,-34.6037,-58.3816,Shanghai,China,31.2304,121.4737,Containerized,Economy Service,Buenos Aires → Indian Ocean → Shanghai,Buenos Aires → Indian Ocean → Shanghai,Indian Ocean,14,8430,1,3504.0,509.0,533.0,4546.0,Panamax Container Ship,Daily,11087,Available,129765.0,3,Low,High,66.39,Machinery
R04912,4912,Piraeus,Greece,37.9838,23.7275,Hamburg,Germany,53.5511,9.9937,Perishable,Priority Service,Piraeus → Mediterranean Hub → Hamburg,Piraeus → Mediterranean Hub → Hamburg,Mediterranean Hub,15,7462,2,3559.0,582.0,286.0,4427.0,Feeder + Mainline,3 sailings/week,13841,Available,110771.0,4,Moderate,High,61.26,Meat
R04913,4913,Felixstowe,UK,51.9638,1.3511,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Priority Service,Felixstowe → Cape Route → Rotterdam,Felixstowe → Cape Route → Rotterdam,Cape Route,8,4511,2,2256.0,286.0,324.0,2866.0,Post-Panamax Container Ship,Weekly,22832,Available,67631.0,4,Elevated,Low,72.67,Seafood
R04914,4914,London,UK,51.5074,-0.1278,Chennai,India,13.0827,80.2707,Bulk,Standard Service,London → Suez Canal → Chennai,London → Suez Canal → Chennai,Suez Canal,13,7956,1,3262.0,616.0,518.0,4396.0,Feeder + Mainline,Every 2 days,17415,Available,122936.0,3,Elevated,High,68.39,Steel
R04915,4915,Buenos Aires,Argentina,-34.6037,-58.3816,Jebel Ali,UAE,24.9857,55.0273,Bulk,Standard Service,Buenos Aires → Gulf Hub → Jebel Ali,Buenos Aires → Gulf Hub → Jebel Ali,Gulf Hub,20,9456,1,3666.0,717.0,304.0,4687.0,Panamax Container Ship,Weekly,17230,Limited,132166.0,3,Moderate,High,59.94,Cement
R04916,4916,Cape Town,South Africa,-33.9249,18.4241,Tokyo,Japan,35.6762,139.6503,Hazardous,Standard Service,Cape Town → Indian Ocean → Tokyo,Cape Town → Indian Ocean → Tokyo,Indian Ocean,21,10273,2,4615.0,594.0,420.0,5629.0,Panamax Container Ship,Daily,11369,Available,142767.0,4,Moderate,Low,49.59,Corrosive Chemicals
R04917,4917,Sydney,Australia,-33.8688,151.2093,Singapore,Singapore,1.3521,103.8198,General Cargo,Standard Service,Sydney → Suez Canal → Singapore,Sydney → Suez Canal → Singapore,Suez Canal,10,4015,1,1544.0,304.0,407.0,2255.0,Feeder + Mainline,Every 2 days,13110,Available,47918.0,3,Low,Low,75.31,Retail Products
R04918,4918,Vancouver,Canada,49.2827,-123.1207,Busan,South Korea,35.1796,129.0756,Hazardous,Standard Service,Vancouver → European Hub → Busan,Vancouver → European Hub → Busan,European Hub,12,4367,1,2551.0,323.0,377.0,3251.0,Container Ship,Weekly,24141,Available,62940.0,3,Moderate,High,78.03,Compressed Gases
